,0
9694,798740
9695,389387
9696,134629
9697,428754
9698,416494
9699,81261
9700,74706
9701,757155
9702,513505
9703,695099
9704,618258
9705,755470
9706,173296
9707,662617
9708,889892
9709,94239
9710,211872
9711,846748
9712,96737
9713,468723
9714,683073
9715,610313
9716,276898
9717,661403
9718,918828
9719,749345
9720,853001
9721,476987
9722,83074
9723,503077
9724,500386
9725,799947
9726,955188
9727,845419
9728,735409
9729,489050
9730,961017
9731,181331
9732,106458
9733,210440
9734,66874
9735,958499
9736,302505
9737,646012
9738,220905
9739,731369
9740,95750
9741,848207
9742,119851
9743,303746
9744,51542
9745,737155
9746,639014
9747,663775
9748,167225
9749,583320
9750,225801
9751,89750
9752,654526
9753,732659
9754,212477
9755,141312
9756,754526
9757,891378
9758,645639
9759,198763
9760,454741
9761,183379
9762,140932
9763,190652
9764,317911
9765,23057
9766,802890
9767,477159
9768,195917
9769,836447
9770,514506
9771,955007
9772,905430
9773,182142
9774,503806
9775,558998
9776,838521
9777,797346
9778,344438
9779,524321
9780,937275
9781,152493
9782,563215
9783,435780
9784,912043
9785,541889
9786,786497
9787,867525
9788,929581
9789,695068
9790,494948
9791,815688
9792,449164
9793,931050
9794,138351
9795,377586
9796,968737
9797,166539
9798,575759
9799,569343
9800,465627
9801,636392
9802,991179
9803,627639
9804,653594
9805,865081
9806,698807
9807,981738
9808,973793
9809,457253
9810,121545
9811,483976
9812,992892
9813,624844
9814,662370
9815,367387
9816,707321
9817,464462
9818,452270
9819,333668
9820,985669
9821,785952
9822,769918
9823,755588
9824,240900
9825,722858
9826,39556
9827,275147
9828,90655
9829,445173
9830,804917
9831,344331
9832,230123
9833,568449
9834,896166
9835,364219
9836,599335
9837,491394
9838,20293
9839,720737
9840,478039
9841,368036
9842,571297
9843,222688
9844,210189
9845,736206
9846,501303
9847,697329
9848,334245
9849,905022
9850,228871
9851,401150
9852,764974
9853,182597
9854,367350
9855,908130
9856,663673
9857,689132
9858,761377
9859,368585
9860,764279
9861,285749
9862,148986
9863,516721
9864,146803
9865,677394
9866,162075
9867,801649
9868,417776
9869,500943
9870,767841
9871,750195
9872,655777
9873,429858
9874,442078
9875,404635
9876,361900
9877,702525
9878,724325
9879,592707
9880,319999
9881,720990
9882,433755
9883,29780
9884,991004
9885,321616
9886,630437
9887,491716
9888,382171
9889,963866
9890,126849
9891,894655
9892,273174
9893,803430
9894,346155
9895,380832
9896,748024
9897,433548
9898,145291
9899,392406
9900,964909
9901,212676
9902,454541
9903,26141
9904,763307
9905,835397
9906,223580
9907,872
9908,403304
9909,629720
9910,262747
9911,198206
9912,744715
9913,861420
9914,793429
9915,910007
9916,962769
9917,460142
9918,983917
9919,867754
9920,892583
9921,829546
9922,490484
9923,679639
9924,380805
9925,334970
9926,181453
9927,599930
9928,247908
9929,100457
9930,309567
9931,807416
9932,301751
9933,935176
9934,914024
9935,452635
9936,703453
9937,828679
9938,590213
9939,546280
9940,368251
9941,8020
9942,366478
9943,790790
9944,381033
9945,355337
9946,531933
9947,429687
9948,129111
9949,342869
9950,873490
9951,115937
9952,889179
9953,159448
9954,76746
9955,408918
9956,689782
9957,587468
9958,372893
9959,373050
9960,490844
9961,387664
9962,556413
9963,188316
9964,304286
9965,213232
9966,30893
9967,33676
9968,562251
9969,809390
9970,20260
9971,53849
9972,586451
9973,736625
9974,436610
9975,675198
9976,795522
9977,969390
9978,725735
9979,733876
9980,447985
9981,729185
9982,867398
9983,141411
9984,68802
9985,879224
9986,309846
9987,202612
9988,572963
9989,947992
9990,342462
9991,278901
9992,415840
9993,860281
9994,302127
9995,789583
9996,882477
9997,847737
9998,631283
9999,809791
10000,787295
10001,153789
10002,580078
10003,86454
10004,702448
10005,803760
10006,809463
10007,2196
10008,566799
10009,695617
10010,241989
10011,972784
10012,250251
10013,673253
10014,459669
10015,111196
10016,363963
10017,616664
10018,454338
10019,905185
10020,108909
10021,301301
10022,888509
10023,808069
10024,807
10025,282720
10026,177146
10027,823722
10028,75202
10029,495616
10030,296620
10031,499993
10032,89914
10033,444235
10034,107552
10035,944359
10036,473600
10037,38878
10038,768676
10039,446501
10040,499249
10041,205849
10042,105030
10043,420055
10044,510022
10045,703793
10046,574958
10047,844683
10048,916064
10049,206678
10050,374764
10051,220898
10052,682215
10053,842635
10054,575372
10055,550072
10056,650897
10057,111577
10058,616520
10059,210629
10060,803472
10061,723778
10062,605155
10063,452646
10064,169742
10065,527724
10066,895314
10067,450906
10068,696332
10069,203365
10070,462831
10071,278555
10072,510339
10073,661809
10074,94803
10075,400468
10076,423799
10077,510716
10078,672794
10079,402471
10080,163795
10081,606782
10082,121283
10083,330993
10084,581109
10085,917436
10086,434525
10087,920628
10088,731845
10089,327429
10090,52731
10091,530107
10092,936540
10093,34186
10094,10471
10095,304376
10096,906503
10097,62501
10098,748864
10099,794756
10100,89037
10101,795589
10102,763759
10103,13542
10104,374597
10105,793853
10106,501584
10107,466783
10108,865761
10109,543370
10110,86970
10111,686027
10112,213270
10113,571310
10114,980422
10115,372613
10116,126981
10117,429408
10118,196078
10119,272290
10120,712442
10121,407248
10122,341605
10123,444375
10124,201204
10125,593487
10126,310542
10127,564457
10128,829668
10129,461288
10130,454644
10131,709629
10132,517795
10133,866690
10134,317341
10135,709739
10136,801713
10137,733515
10138,200293
10139,526771
10140,46913
10141,734623
10142,742062
10143,970520
10144,113201
10145,551335
10146,168870
10147,632615
10148,351090
10149,766683
10150,354465
10151,232144
10152,763111
10153,78317
10154,500393
10155,92374
10156,167885
10157,25029
10158,13890
10159,785024
10160,224446
10161,225176
10162,811898
10163,127768
10164,548642
10165,947314
10166,774389
10167,719605
10168,765420
10169,739948
10170,744751
10171,763100
10172,974466
10173,664701
10174,318906
10175,73193
10176,437595
10177,130497
10178,807924
10179,120388
10180,345898
10181,706668
10182,542733
10183,211466
10184,560217
10185,548811
10186,195777
10187,397849
10188,244561
10189,269677
10190,256597
10191,823000
10192,284813
10193,91931
10194,752588
10195,334896
10196,102464
10197,292331
10198,667507
10199,373382
10200,63898
10201,598701
10202,48724
10203,794166
10204,780803
10205,53200
10206,35319
10207,817830
10208,768973
10209,309982
10210,248370
10211,405748
10212,992076
10213,202438
10214,631225
10215,506026
10216,373322
10217,343357
10218,250363
10219,757729
10220,145106
10221,338332
10222,332213
10223,247558
10224,773494
10225,998649
10226,577962
10227,248401
10228,489172
10229,741071
10230,912029
10231,297193
10232,557424
10233,745941
10234,441945
10235,963989
10236,877793
10237,311266
10238,564266
10239,593735
10240,426402
10241,112349
10242,777004
10243,977105
10244,306690
10245,696697
10246,345443
10247,62671
10248,513914
10249,81083
10250,520401
10251,240348
10252,402305
10253,422385
10254,477637
10255,825388
10256,200947
10257,985015
10258,23016
10259,841214
10260,286949
10261,296091
10262,441186
10263,37613
10264,848830
10265,688559
10266,365260
10267,868824
10268,789566
10269,246504
10270,439463
10271,992486
10272,99720
10273,715941
10274,282124
10275,238394
10276,563046
10277,924695
10278,499647
10279,542539
10280,148377
10281,397453
10282,533283
10283,700451
10284,545153
10285,512643
10286,722304
10287,464876
10288,186309
10289,408112
10290,317846
10291,614273
10292,998330
10293,570932
10294,258476
10295,557466
10296,942317
10297,508637
10298,83538
10299,654587
10300,901697
10301,240756
10302,259761
10303,132784
10304,163046
10305,148704
10306,89266
10307,628856
10308,908234
10309,39366
10310,647273
10311,483685
10312,838709
10313,462319
10314,208772
10315,414714
10316,325717
10317,639864
10318,874281
10319,410390
10320,751652
10321,351353
10322,222529
10323,906249
10324,133685
10325,864972
10326,188262
10327,842120
10328,323222
10329,148912
10330,928063
10331,990425
10332,916868
10333,567339
10334,676934
10335,251927
10336,548534
10337,580203
10338,441282
10339,613515
10340,399509
10341,812866
10342,137952
10343,382787
10344,322528
10345,594637
10346,678554
10347,380701
10348,179002
10349,543306
10350,289669
10351,382716
10352,50903
10353,876705
10354,31580
10355,381437
10356,462646
10357,266184
10358,594785
10359,547190
10360,272698
10361,828784
10362,675697
10363,850970
10364,765443
10365,635556
10366,79464
10367,349081
10368,625915
10369,545378
10370,276273
10371,872068
10372,527291
10373,493877
10374,297098
10375,424781
10376,108999
10377,981029
10378,699016
10379,887063
10380,682245
10381,389435
10382,26507
10383,404113
10384,998091
10385,121381
10386,857803
10387,432889
10388,113037
10389,263057
10390,740216
10391,676761
10392,66809
10393,988372
10394,502234
10395,372355
10396,616809
10397,890708
10398,86307
10399,764996
10400,848387
10401,958971
10402,84889
10403,188730
10404,9154
10405,441119
10406,222744
10407,656489
10408,688465
10409,744453
10410,140347
10411,740006
10412,966361
10413,360435
10414,211553
10415,596557
10416,724462
10417,84764
10418,438878
10419,299407
10420,240184
10421,198677
10422,641097
10423,226715
10424,139877
10425,272978
10426,512655
10427,410495
10428,168295
10429,480051
10430,532386
10431,714524
10432,537362
10433,559782
10434,684803
10435,825759
10436,862442
10437,741016
10438,373531
10439,238815
10440,258238
10441,334520
10442,137795
10443,736141
10444,222951
10445,120661
10446,576584
10447,254117
10448,194222
10449,478457
10450,284355
10451,475849
10452,204625
10453,335220
10454,767672
10455,845493
10456,693100
10457,258605
10458,474290
10459,976189
10460,755757
10461,912047
10462,710468
10463,211296
10464,776990
10465,743328
10466,274668
10467,509496
10468,982050
10469,608342
10470,214739
10471,794898
10472,17940
10473,47512
10474,535267
10475,368327
10476,224904
10477,881779
10478,383839
10479,158635
10480,351704
10481,231720
10482,998711
10483,964887
10484,709845
10485,388817
10486,179294
10487,664491
10488,354853
10489,760480
10490,27709
10491,393410
10492,276064
10493,953509
10494,22977
10495,160554
10496,432899
10497,678958
10498,987122
10499,345635
10500,214440
10501,543000
10502,525375
10503,597208
10504,283173
10505,99744
10506,7972
10507,292298
10508,506293
10509,624323
10510,199931
10511,809271
10512,978509
10513,81243
10514,635525
10515,966154
10516,215737
10517,261886
10518,237360
10519,314221
10520,863533
10521,675815
10522,209490
10523,891831
10524,624443
10525,552338
10526,307611
10527,817174
10528,420737
10529,77612
10530,627859
10531,509863
10532,172371
10533,332227
10534,11576
10535,875518
10536,827561
10537,569837
10538,245243
10539,977188
10540,394099
10541,835026
10542,541436
10543,922808
10544,722164
10545,3453
10546,847757
10547,535792
10548,733526
10549,682779
10550,187259
10551,482919
10552,524862
10553,938509
10554,444271
10555,241583
10556,451888
10557,727782
10558,417565
10559,272400
10560,248998
10561,878798
10562,250460
10563,329331
10564,431618
10565,831754
10566,821689
10567,87595
10568,598970
10569,209705
10570,741139
10571,968946
10572,393180
10573,3134
10574,884495
10575,551455
10576,664466
10577,136504
10578,434690
10579,562933
10580,146860
10581,722752
10582,370851
10583,748222
10584,950253
10585,392861
10586,935403
10587,481235
10588,663296
10589,843726
10590,610105
10591,465470
10592,841169
10593,706911
10594,482558
10595,859420
10596,284528
10597,366995
10598,359824
10599,297828
10600,423185
10601,936869
10602,47714
10603,961691
10604,906486
10605,380393
10606,677105
10607,730070
10608,537857
10609,944975
10610,324802
10611,206826
10612,277320
10613,837854
10614,993019
10615,622363
10616,604339
10617,312356
10618,324405
10619,809997
10620,247929
10621,882496
10622,495844
10623,358482
10624,902838
10625,965455
10626,815455
10627,36366
10628,778286
10629,713477
10630,399191
10631,95156
10632,921331
10633,136970
10634,666837
10635,770870
10636,35626
10637,604450
10638,260467
10639,280680
10640,64795
10641,199367
10642,383291
10643,711013
10644,769400
10645,428436
10646,276618
10647,722869
10648,618684
10649,281732
10650,813405
10651,463313
10652,81482
10653,289655
10654,200669
10655,497248
10656,728068
10657,349543
10658,335521
10659,916627
10660,965972
10661,241171
10662,892619
10663,505052
10664,647220
10665,210642
10666,534860
10667,438809
10668,109297
10669,795404
10670,359854
10671,1721
10672,126960
10673,690621
10674,711914
10675,5772
10676,688417
10677,483050
10678,55195
10679,43404
10680,444089
10681,603901
10682,130894
10683,234117
10684,431219
10685,10615
10686,781268
10687,849501
10688,759430
10689,426876
10690,717930
10691,85906
10692,748244
10693,232292
10694,710885
10695,114619
10696,722592
10697,697640
10698,935221
10699,599300
10700,772454
10701,42307
10702,486472
10703,804201
10704,3110
10705,76621
10706,842778
10707,955967
10708,724055
10709,55786
10710,242309
10711,469805
10712,978776
10713,319299
10714,648654
10715,424251
10716,947914
10717,890371
10718,387225
10719,192485
10720,959140
10721,4932
10722,975948
10723,963494
10724,156562
10725,370895
10726,554051
10727,793098
10728,654803
10729,660580
10730,815212
10731,412881
10732,499829
10733,397546
10734,180364
10735,183814
10736,177761
10737,63281
10738,586692
10739,70299
10740,641250
10741,357474
10742,467668
10743,424661
10744,756029
10745,289002
10746,545796
10747,146804
10748,773780
10749,5023
10750,586934
10751,243415
10752,921847
10753,359763
10754,660800
10755,226251
10756,494047
10757,943151
10758,909788
10759,983314
10760,719679
10761,407348
10762,139194
10763,264051
10764,269370
10765,480324
10766,454159
10767,732067
10768,13405
10769,635628
10770,747614
10771,209996
10772,377767
10773,532579
10774,265198
10775,213834
10776,828967
10777,384304
10778,39370
10779,573589
10780,929598
10781,512819
10782,520797
10783,499531
10784,541491
10785,206413
10786,10860
10787,379930
10788,558868
10789,735294
10790,895359
10791,974919
10792,568618
10793,249272
10794,860069
10795,797265
10796,543889
10797,796366
10798,861748
10799,853517
10800,193481
10801,761869
10802,386117
10803,338355
10804,601923
10805,899327
10806,157985
10807,441300
10808,209051
10809,942968
10810,421960
10811,890865
10812,510946
10813,459174
10814,96829
10815,376985
10816,529734
10817,626956
10818,793923
10819,648986
10820,432581
10821,527272
10822,673565
10823,894697
10824,663619
10825,416355
10826,840808
10827,6801
10828,496348
10829,537417
10830,241132
10831,656005
10832,206637
10833,794043
10834,161592
10835,691587
10836,13007
10837,278791
10838,596728
10839,10641
10840,141314
10841,949037
10842,980470
10843,480775
10844,690968
10845,751986
10846,911581
10847,622628
10848,609552
10849,309683
10850,847633
10851,105626
10852,70597
10853,277564
10854,422568
10855,695494
10856,222113
10857,716520
10858,932559
10859,533839
10860,12414
10861,72993
10862,283511
10863,325220
10864,976152
10865,683919
10866,137067
10867,84113
10868,427691
10869,370646
10870,954064
10871,903597
10872,807077
10873,831645
10874,78736
10875,612423
10876,668673
10877,946424
10878,790728
10879,261884
10880,284726
10881,133506
10882,706287
10883,42835
10884,844428
10885,843095
10886,950021
10887,101394
10888,974231
10889,154491
10890,642537
10891,22095
10892,838938
10893,239780
10894,91967
10895,655911
10896,756468
10897,638135
10898,36227
10899,610301
10900,758093
10901,477401
10902,259395
10903,785534
10904,901240
10905,712169
10906,38118
10907,328438
10908,361837
10909,193573
10910,791204
10911,674485
10912,733552
10913,350282
10914,117582
10915,559352
10916,765269
10917,899975
10918,91728
10919,312733
10920,357400
10921,704067
10922,480148
10923,609993
10924,406812
10925,942739
10926,842855
10927,304425
10928,468648
10929,662461
10930,927995
10931,324017
10932,776256
10933,745055
10934,53503
10935,136267
10936,539236
10937,179797
10938,633673
10939,933043
10940,164626
10941,135024
10942,873212
10943,595605
10944,803519
10945,88534
10946,269884
10947,857504
10948,160716
10949,191260
10950,821962
10951,80872
10952,492586
10953,155865
10954,784911
10955,258046
10956,203043
10957,173636
10958,314104
10959,579101
10960,695410
10961,419429
10962,694670
10963,194382
10964,327776
10965,163209
10966,560616
10967,155602
10968,527151
10969,367925
10970,203353
10971,736967
10972,11767
10973,649451
10974,242395
10975,155582
10976,969602
10977,725985
10978,436644
10979,306198
10980,757957
10981,289185
10982,217372
10983,2261
10984,279105
10985,873200
10986,323213
10987,348174
10988,457115
10989,473309
10990,793477
10991,651644
10992,565048
10993,763188
10994,413638
10995,222960
10996,858562
10997,785562
10998,247962
10999,233143
11000,561046
11001,999404
11002,635153
11003,264684
11004,212900
11005,14795
11006,935788
11007,926407
11008,387465
11009,771209
11010,261669
11011,425
11012,998712
11013,130979
11014,649389
11015,152892
11016,511548
11017,266062
11018,605918
11019,949444
11020,63643
11021,750297
11022,860606
11023,149919
11024,547480
11025,788771
11026,848201
11027,709458
11028,571788
11029,215095
11030,214564
11031,350247
11032,765213
11033,616503
11034,446779
11035,982486
11036,626841
11037,856444
11038,872932
11039,924412
11040,686529
11041,556278
11042,996299
11043,179306
11044,542503
11045,470853
11046,86737
11047,116180
11048,956571
11049,538706
11050,74543
11051,764455
11052,841884
11053,835276
11054,917942
11055,900995
11056,251111
11057,609682
11058,875094
11059,589667
11060,54797
11061,221341
11062,177423
11063,478394
11064,980508
11065,676052
11066,655915
11067,600568
11068,65149
11069,418109
11070,41034
11071,418851
11072,736735
11073,605138
11074,972843
11075,916527
11076,480068
11077,657710
11078,958564
11079,646273
11080,38704
11081,369212
11082,424452
11083,823208
11084,762431
11085,231086
11086,544792
11087,591135
11088,693572
11089,352283
11090,255877
11091,49386
11092,406868
11093,835494
11094,919218
11095,290119
11096,625483
11097,112153
11098,37780
11099,654313
11100,405847
11101,426404
11102,232279
11103,615561
11104,830901
11105,435193
11106,796354
11107,240812
11108,603139
11109,380833
11110,388418
11111,688990
11112,540624
11113,389124
11114,383089
11115,374729
11116,587814
11117,394115
11118,197021
11119,245772
11120,277493
11121,908603
11122,572485
11123,915520
11124,198016
11125,833720
11126,287810
11127,859789
11128,520413
11129,456766
11130,689509
11131,422939
11132,330193
11133,806675
11134,561573
11135,153259
11136,45699
11137,397531
11138,559815
11139,416045
11140,90786
11141,745223
11142,28772
11143,440730
11144,533512
11145,712420
11146,66756
11147,671136
11148,580959
11149,652259
11150,830105
11151,745570
11152,652255
11153,147661
11154,267924
11155,977408
11156,941047
11157,590327
11158,127707
11159,473089
11160,402049
11161,33030
11162,875195
11163,924815
11164,1879
11165,462811
11166,208112
11167,682249
11168,907501
11169,502398
11170,960886
11171,381984
11172,735622
11173,367736
11174,501668
11175,852201
11176,761827
11177,679866
11178,460531
11179,48592
11180,375910
11181,505232
11182,198485
11183,420307
11184,747762
11185,341959
11186,571122
11187,757495
11188,843728
11189,166066
11190,308599
11191,198652
11192,613051
11193,80074
11194,867902
11195,419703
11196,868626
11197,150102
11198,881742
11199,959617
11200,901430
11201,887812
11202,83361
11203,121340
11204,914870
11205,719009
11206,87060
11207,817744
11208,684299
11209,89206
11210,751014
11211,565242
11212,796329
11213,626211
11214,772622
11215,165961
11216,319648
11217,105927
11218,367414
11219,281840
11220,346023
11221,224501
11222,824313
11223,255980
11224,230552
11225,588525
11226,523089
11227,187398
11228,822952
11229,180780
11230,193876
11231,607745
11232,310566
11233,810899
11234,187481
11235,305898
11236,450833
11237,187701
11238,946378
11239,266854
11240,252390
11241,841858
11242,348611
11243,873234
11244,243720
11245,806409
11246,499043
11247,902939
11248,981553
11249,829412
11250,390537
11251,358751
11252,821279
11253,127840
11254,926606
11255,260755
11256,650845
11257,458269
11258,890666
11259,271677
11260,11048
11261,978473
11262,362502
11263,259947
11264,303027
11265,410713
11266,156781
11267,54717
11268,329306
11269,519260
11270,112563
11271,738642
11272,882745
11273,857905
11274,99035
11275,91376
11276,905841
11277,134031
11278,976074
11279,173202
11280,562873
11281,917760
11282,146693
11283,899552
11284,740962
11285,684178
11286,375537
11287,341280
11288,873694
11289,852644
11290,473907
11291,280892
11292,435803
11293,633262
11294,926989
11295,160845
11296,356331
11297,609110
11298,891357
11299,42925
11300,889784
11301,980951
11302,370290
11303,171839
11304,670550
11305,448314
11306,884988
11307,957740
11308,1403
11309,549317
11310,882131
11311,917660
11312,610808
11313,727041
11314,874870
11315,369662
11316,895502
11317,527510
11318,866693
11319,746193
11320,648989
11321,945118
11322,100412
11323,961507
11324,885934
11325,949663
11326,578633
11327,244932
11328,764981
11329,813845
11330,272171
11331,549167
11332,312037
11333,281681
11334,936416
11335,35053
11336,640196
11337,442770
11338,444317
11339,674585
11340,960173
11341,653271
11342,45957
11343,338748
11344,427197
11345,185264
11346,228256
11347,966460
11348,581009
11349,662520
11350,987874
11351,82930
11352,134457
11353,337462
11354,682234
11355,385377
11356,276893
11357,215953
11358,665247
11359,320356
11360,313996
11361,242038
11362,73882
11363,313767
11364,370995
11365,24296
11366,255791
11367,973905
11368,727350
11369,927560
11370,19847
11371,734616
11372,720781
11373,580918
11374,769033
11375,431766
11376,134407
11377,383761
11378,373202
11379,610882
11380,17052
11381,778530
11382,777957
11383,491339
11384,415322
11385,954269
11386,644394
11387,741385
11388,510328
11389,798080
11390,992329
11391,208267
11392,728474
11393,135363
11394,142085
11395,989647
11396,178623
11397,395592
11398,466657
11399,541670
11400,768651
11401,779067
11402,443785
11403,462660
11404,373778
11405,195642
11406,939441
11407,905605
11408,309382
11409,81496
11410,429338
11411,812556
11412,179135
11413,835916
11414,824494
11415,696666
11416,918907
11417,692219
11418,818637
11419,11477
11420,500624
11421,287298
11422,195398
11423,397086
11424,26541
11425,865218
11426,299677
11427,477680
11428,114770
11429,140659
11430,597483
11431,702865
11432,500062
11433,845968
11434,543736
11435,222631
11436,742660
11437,465773
11438,406945
11439,611160
11440,988387
11441,946740
11442,17954
11443,676946
11444,151490
11445,167933
11446,820153
11447,583563
11448,572962
11449,868372
11450,870150
11451,872424
11452,250456
11453,261620
11454,921220
11455,841925
11456,352421
11457,252403
11458,671521
11459,660851
11460,719426
11461,666194
11462,603461
11463,795492
11464,69089
11465,807917
11466,623771
11467,491278
11468,598063
11469,997379
11470,223487
11471,940295
11472,832165
11473,304173
11474,688619
11475,729291
11476,608481
11477,320006
11478,165824
11479,525772
11480,487190
11481,845437
11482,561958
11483,312214
11484,556244
11485,67479
11486,92222
11487,202646
11488,529784
11489,671316
11490,138152
11491,473515
11492,706139
11493,554613
11494,259097
11495,300084
11496,66183
11497,682456
11498,895512
11499,858449
11500,829999
11501,275700
11502,766113
11503,881767
11504,798454
11505,749412
11506,361874
11507,646453
11508,550972
11509,362887
11510,382948
11511,472620
11512,444406
11513,789546
11514,302319
11515,861087
11516,363721
11517,468740
11518,49648
11519,813856
11520,653990
11521,351899
11522,339257
11523,655833
11524,491028
11525,836926
11526,684500
11527,669230
11528,722005
11529,892651
11530,599556
11531,506442
11532,725613
11533,684969
11534,71617
11535,175729
11536,194746
11537,204881
11538,739492
11539,351836
11540,877294
11541,152713
11542,489652
11543,850864
11544,874327
11545,312383
11546,82248
11547,863572
11548,856145
11549,18833
11550,986033
11551,896079
11552,892937
11553,428072
11554,521269
11555,963816
11556,196454
11557,179299
11558,180271
11559,942104
11560,198073
11561,898736
11562,810088
11563,196375
11564,759381
11565,904382
11566,149054
11567,933235
11568,76242
11569,24266
11570,353021
11571,352310
11572,511052
11573,698310
11574,44243
11575,777905
11576,577682
11577,129658
11578,595724
11579,558128
11580,567678
11581,53327
11582,686080
11583,155603
11584,174781
11585,988607
11586,513533
11587,75831
11588,748635
11589,877813
11590,268560
11591,191551
11592,921695
11593,367431
11594,615086
11595,145395
11596,379629
11597,985192
11598,617300
11599,279841
11600,945641
11601,462613
11602,804223
11603,232249
11604,961681
11605,328957
11606,854178
11607,103607
11608,881268
11609,568565
11610,350923
11611,457134
11612,849069
11613,445845
11614,326814
11615,757631
11616,647208
11617,990667
11618,312495
11619,403421
11620,453750
11621,454256
11622,25357
11623,453966
11624,617646
11625,96527
11626,191837
11627,385926
11628,38921
11629,973670
11630,85755
11631,609987
11632,564206
11633,403603
11634,376491
11635,961969
11636,357732
11637,21320
11638,997871
11639,334458
11640,590084
11641,653691
11642,990786
11643,531438
11644,890181
11645,118843
11646,841394
11647,512352
11648,723215
11649,123446
11650,499740
11651,827058
11652,989835
11653,28299
11654,101872
11655,784916
11656,717885
11657,998289
11658,771458
11659,545767
11660,561035
11661,491637
11662,132727
11663,737346
11664,519384
11665,264604
11666,188980
11667,317733
11668,517802
11669,897416
11670,127948
11671,841551
11672,131772
11673,612898
11674,797428
11675,610153
11676,97381
11677,239318
11678,548550
11679,657449
11680,699151
11681,577497
11682,304267
11683,643737
11684,439946
11685,916609
11686,919547
11687,937341
11688,989062
11689,332002
11690,979244
11691,620891
11692,904352
11693,482513
11694,330581
11695,133703
11696,612311
11697,444712
11698,615258
11699,758910
11700,194835
11701,627458
11702,299016
11703,211890
11704,142600
11705,353743
11706,825981
11707,666509
11708,398118
11709,449642
11710,243247
11711,523376
11712,234271
11713,315277
11714,702979
11715,488997
11716,33029
11717,965865
11718,175298
11719,638580
11720,954004
11721,428488
11722,782243
11723,478852
11724,626465
11725,537400
11726,989514
11727,787378
11728,325835
11729,649182
11730,965568
11731,112556
11732,82025
11733,898428
11734,5731
11735,725916
11736,301735
11737,10636
11738,642919
11739,482878
11740,472699
11741,832147
11742,479871
11743,659257
11744,736615
11745,272965
11746,953262
11747,397186
11748,387914
11749,618543
11750,151859
11751,867164
11752,750816
11753,664137
11754,56216
11755,888315
11756,882441
11757,222613
11758,762822
11759,420702
11760,992129
11761,412743
11762,740538
11763,732427
11764,32071
11765,327423
11766,302418
11767,316420
11768,949613
11769,402178
11770,406707
11771,48917
11772,371893
11773,813865
11774,696543
11775,896233
11776,181448
11777,727711
11778,570845
11779,220021
11780,45849
11781,474247
11782,872819
11783,748308
11784,946064
11785,57362
11786,226276
11787,643205
11788,341265
11789,714095
11790,132164
11791,255294
11792,683909
11793,604878
11794,937896
11795,976341
11796,977867
11797,846743
11798,841255
11799,284904
11800,182476
11801,275378
11802,331590
11803,584181
11804,910994
11805,549916
11806,795855
11807,982686
11808,887584
11809,886741
11810,714979
11811,125106
11812,364338
11813,550485
11814,519727
11815,978491
11816,669510
11817,822921
11818,597608
11819,318840
11820,734261
11821,100940
11822,491479
11823,844111
11824,972811
11825,328024
11826,681372
11827,34807
11828,251230
11829,25063
11830,826734
11831,753409
11832,175173
11833,696010
11834,530784
11835,913847
11836,228310
11837,617010
11838,242022
11839,880990
11840,862754
11841,551442
11842,726678
11843,932402
11844,705864
11845,204233
11846,389183
11847,712529
11848,938783
11849,341548
11850,369977
11851,615717
11852,588730
11853,932611
11854,947758
11855,628275
11856,543331
11857,589134
11858,455096
11859,938702
11860,326209
11861,624658
11862,473730
11863,318057
11864,828645
11865,398840
11866,378130
11867,748932
11868,956142
11869,199783
11870,882238
11871,170640
11872,965774
11873,52410
11874,921699
11875,688214
11876,481708
11877,505141
11878,590540
11879,402213
11880,417034
11881,752933
11882,967793
11883,737806
11884,155867
11885,553841
11886,24287
11887,152859
11888,693218
11889,698312
11890,959887
11891,557943
11892,730640
11893,268458
11894,707752
11895,654777
11896,927988
11897,254108
11898,536014
11899,567888
11900,886853
11901,654690
11902,791342
11903,574194
11904,43036
11905,676168
11906,196265
11907,596738
11908,201469
11909,529002
11910,282207
11911,975461
11912,801626
11913,225313
11914,421137
11915,591810
11916,635396
11917,909324
11918,258521
11919,205307
11920,609367
11921,316811
11922,966463
11923,312276
11924,789130
11925,924160
11926,617942
11927,468541
11928,405506
11929,251769
11930,805093
11931,671858
11932,994697
11933,498874
11934,815745
11935,382134
11936,857099
11937,136585
11938,269313
11939,850725
11940,581129
11941,216519
11942,568761
11943,101927
11944,692894
11945,690639
11946,885269
11947,16421
11948,190004
11949,255242
11950,227853
11951,44710
11952,552728
11953,21281
11954,789561
11955,357219
11956,217204
11957,882031
11958,314433
11959,333315
11960,483357
11961,569048
11962,187347
11963,211042
11964,379264
11965,294866
11966,225727
11967,744027
11968,794307
11969,149763
11970,257363
11971,316520
11972,106343
11973,666377
11974,286438
11975,629056
11976,248785
11977,206721
11978,596956
11979,259177
11980,337383
11981,574390
11982,523727
11983,158583
11984,456782
11985,673643
11986,517226
11987,846041
11988,730443
11989,298607
11990,107075
11991,839455
11992,614123
11993,976338
11994,748552
11995,1482
11996,392565
11997,514932
11998,660896
11999,893771
12000,998944
12001,616069
12002,813467
12003,848025
12004,152291
12005,325774
12006,328955
12007,280013
12008,534933
12009,193083
12010,151978
12011,930780
12012,874344
12013,51569
12014,808265
12015,414762
12016,140292
12017,77927
12018,281842
12019,879661
12020,205261
12021,555236
12022,9268
12023,721443
12024,615691
12025,292961
12026,361896
